#separator:tab
#html:true
#tags column:10
1	If A = 1 - 10 + 3 - 12 + 5 - 14 + 7 + … up to 60 terms, then what is the value of A?	-360	-310	-240	-270	4	Divide the given series into two parts,<br>⇒ A = (1 + 3 + 5 + 7 + 9 + 11 + ….. up to 30<sup>th</sup> term) - (10 + 12 + 14 + 16 + 18 + …. up to 30<sup>th</sup> term)<br>Sum of the series = [(number of terms(n))/2] × [2 × first term(a) + (n - 1)d]<br>⇒ A = {30/2 × [2 × 1 + (30 - 1) × 2]} - {30/2 × [2 × 10 + (30 - 1) × 2}<br>⇒ A = 900 - 1170<br>∴ A = -270		MATH::Progressions CGL::Mains::008
12	If, \({\rm{a}} = \frac{{\sqrt 3 + \sqrt 2 }}{{\sqrt 3 - \sqrt 2 }}\:{\rm{and\;b}} = \frac{{\sqrt 3 - \sqrt 2 }}{{\sqrt 3 + \sqrt 2 }}\), then what is the value of a<sup>2</sup> + b<sup>2</sup> - ab?	97	(2√3) + 2	(4√6) + 1	98	1	On Rationalizing the value of a and b,<br>\(a = \frac{{\sqrt 3 {\rm{\;}} + {\rm{\;}}\sqrt 2 }}{{\sqrt 3 {\rm{\;}} - {\rm{\;}}\sqrt 2 }}\; \times \;\frac{{\sqrt {3{\rm{\;}}} + {\rm{\;}}\sqrt 2 }}{{\sqrt 3 {\rm{\;}} + {\rm{\;}}\sqrt 2 }}\)<br>\(\Rightarrow {\rm{a}} = \frac{{{{\left( {\sqrt 3 + \sqrt 2 } \right)}^2}}}{{{{\left( {\sqrt 3 } \right)}^2} - {{\left( {\sqrt 2 } \right)}^2}}}\)<br>\(\Rightarrow {\rm{a}} = \frac{{3 + 2 + 2\sqrt 6 }}{{3 - 2}}\)<br>⇒ a = 5 + 2√6<br>\(b = \frac{{\sqrt 3 - \sqrt 2 }}{{\sqrt 3 + \sqrt 2 }} \times \frac{{\sqrt 3 - \sqrt 2 }}{{\sqrt 3 - \sqrt 2 }}\)<br>\(\Rightarrow b = \frac{{{{\left( {\sqrt 3 - \sqrt 2 } \right)}^2}}}{{{{\left( {\sqrt 3 } \right)}^2} - {{\left( {\sqrt 2 } \right)}^2}}}\)<br>\(\Rightarrow {\rm{b}} = \frac{{3 + 2 - 2\sqrt 6 }}{{3 - 2}}\)<br>⇒ b = 5 - 2√6<br>⇒ a<sup>2</sup> + b<sup>2</sup> - ab = (a - b)<sup>2</sup> + ab<br>⇒ a<sup>2</sup> + b<sup>2</sup> - ab = (5 + 2√6 - 5 + 2√6)<sup>2</sup>+ (5 + 2√6) × (5 - 2√6)<br>⇒ a<sup>2</sup> + b<sup>2</sup> - ab = (4√6)<sup>2</sup> + 1<br>∴ a<sup>2</sup> + b<sup>2</sup> - ab = 97		MATH::Algebra CGL::Mains::008
13	If the difference between the roots of the equation Ax<sup>2</sup> - Bx + C = 0 is 4, then which of the following is TRUE?	B<sup>2</sup> - 16A<sup>2</sup> = 4AC + 4B<sup>2</sup>	B<sup>2</sup> - 10A<sup>2</sup> = 4AC + 6A<sup>2</sup>	B<sup>2</sup>- 8A<sup>2</sup> = 4AC + 10A<sup>2</sup>	B<sup>2</sup> - 16A<sup>2</sup> = 4AC + 8B<sup>2</sup>	2	Ax<sup>2</sup> - Bx + C = 0<br>α and β are the roots of above equations,<br>⇒ Sum of roots, (α + β) = -b/a = B/A ----(1)<br>⇒ β = B/A - α ----(2)<br>Given, (α - β) = 4 ----(3)<br>Adding equation (1) and (3),<br>⇒ (α + β) + (α - β) = B/A + 4<br>⇒ 2α = B/A + 4<br>⇒ α = (B + 4A)/2A ----(4)<br>From equation (2) and (4)<br>⇒ β = B/A - (B + 4A)/2A<br>⇒ β = (2B - B - 4B)/2A<br>⇒ β = (B - 4A)/2A ----(5)<br>⇒ Product of root, α × β = c/a = C/A<br>Putting the value of equation (4) and (5) in above equation,<br>⇒ [(B + 4A)/2A] × [(B - 4A)/2A] = C/A<br>⇒ B<sup>2</sup>- 16A<sup>2</sup>= 4AC<br>∴ B<sup>2</sup>- 10A<sup>2</sup>= 4AC + 6A<sup>2</sup>		MATH::Algebra CGL::Mains::008
14	α and β are the roots of the quadratic equation. If α + β = 8 and α - β = 2√5, then which of the following equation will have roots α<sup>4</sup> and β<sup>4</sup>?	x<sup>2</sup> - 1522x + 14641 = 0	x<sup>2</sup> + 1921x + 14641 = 0	x<sup>2</sup>- 1764x + 14641 = 0	x<sup>2</sup>+ 2520x + 14641 = 0	1	α + β = 8 ----(1)<br>α - β = 2√5 ----(2)<br>Adding equation (1) and (2)<br>⇒ α + β + α - β = 8 + 2√5<br>⇒ 2α = 8 + 2√5<br>⇒ α = 4 + √5<br>⇒ α<sup>2</sup> = 16 + 5 + 8√5<br>⇒ α<sup>2</sup> = 21 + 8√5<br>On squaring both the sides,<br>⇒ α<sup>4</sup> = 441 + 320 + 336√5<br>⇒ α<sup>4</sup> = 761 + 336√5<br>Subtracting equation (2) form (1)<br>α + β - α + β = 8 - 2√5<br>⇒ β = 4 - √5<br>⇒ β<sup>2</sup>= 16 + 5 - 8√5<br>⇒ β<sup>2</sup>= 21 - 8√5<br>On squaring both the sides,<br>⇒ β<sup>4</sup> = 441 + 320 - 336√5<br>⇒ β<sup>4</sup> = 761 - 336√5<br>The required equation format, x<sup>2</sup> - (sum of roots)x + (product of roots) = 0<br>⇒ x<sup>2</sup>- (α<sup>4</sup> + β<sup>4</sup>)x + αβ = 0<br>⇒ x<sup>2</sup>- (761 + 336√5 +761 - 336√5)x + (761 + 336√5)(761 - 336√5) = 0<br>⇒ x<sup>2</sup> - 1522x + (761 + 336√5)(761 - 336√5) = 0<br>⇒ <strong>x<sup>2</sup> - 1522x + 14641 = 0</strong>		MATH::Algebra CGL::Mains::008
15	If a and b are the roots of the equation Px<sup>2</sup> - Qx + R = 0, then what is the value of (1/a<sup>2</sup>) + (1/b<sup>2</sup>) + (a/b) + (b/a)?	\(\frac{{\left( {{Q^2} - 2P} \right)\left( {2R + P} \right)}}{{P{R^2}}}\)	\(\frac{{\left( {{Q^2} - 2PR} \right)\left( {R + P} \right)}}{{P{R^2}}}\)	\(\frac{{\left( {{Q^2} - 2R} \right)\left( {2P + R} \right)}}{{{P^2}{R^2}}}\)	\(\frac{{\left( {{Q^2} - 2PR} \right)\left( {2R + 2P} \right)}}{{{P^2}{R^2}}}\)	2	x<sup>2</sup> - (Q/P)x + R/P = 0<br>⇒ Sum of roots, (a + b) = Q/P [a and b are the roots of above equations]<br>⇒ Product of roots, a × b = R/P<br>Using algebraic identities,<br>(a + b)<sup>2</sup>= a<sup>2</sup> + b<sup>2</sup> + 2ab<br>Putting the respective values,<br>⇒ (Q/P)<sup>2</sup> = a<sup>2</sup> + b<sup>2</sup> + 2R/P<br>⇒ a<sup>2</sup> + b<sup>2</sup> = (Q/P)<sup>2</sup>- 2R/P<br>⇒ a<sup>2</sup> + b<sup>2</sup> = (Q<sup>2</sup> - 2RP)/P<sup>2</sup><br>⇒ (1/a<sup>2</sup>) + (1/b<sup>2</sup>) + (a/b) + (b/a) = (b<sup>2</sup> + a<sup>2</sup>)/a<sup>2</sup>b<sup>2</sup>+ (b<sup>2</sup> + a<sup>2</sup>)/ab<br>By putting the respective values,<br>\(\Rightarrow \left( {\frac{1}{{{{\rm{a}}^2}}}} \right) + \left( {\frac{1}{{{{\rm{b}}^2}}}} \right) + \left( {\frac{{\rm{a}}}{{\rm{b}}}} \right) + \left( {\frac{{\rm{b}}}{{\rm{a}}}} \right)\)<br>\(\Rightarrow \frac{{\left[ {\frac{{({Q^2}\ - 2RP)}}{{{P^2}}} + \frac{R}{{P}} \times \frac{{({Q^2} - 2RP)}}{{{P^2}}}} \right]}}{{\frac{{{R^2}}}{{{P^2}}}}}\)<br>\(\therefore \left( {\frac{1}{{{a^2}}}} \right) + \left( {\frac{1}{{{b^2}}}} \right) + \left( {\frac{a}{b}} \right) + \left( {\frac{b}{a}} \right) = \frac{{\left( {{Q^2} - 2PR} \right)\left( {R + P} \right)}}{{P{R^2}}}\)		MATH::Algebra CGL::Mains::008
16	If x<sup>2</sup> - 16x + 59 = 0, then what is the value of (x - 6)<sup>2</sup> + [1/(x - 6)<sup>2</sup>]?	14	18	16	20	2	Let (x - 6) = t<br>⇒ x = t + 6 ----(1)<br>x<sup>2</sup> - 16x + 59 = 0<br>Putting value of x from equation (1)<br>⇒ (t + 6)<sup>2</sup> - 16(t + 6) + 59 = 0<br>⇒ t<sup>2</sup> + 36 + 12t - 16t - 96 + 59 = 0<br>⇒ t<sup>2</sup> - 4t - 1 = 0<br>On dividing the above equation by t,<br>⇒ t - 4 - 1/t = 0<br>⇒ t - 1/t = 4<br>On squaring above equation,<br>⇒ (t - 1/t)<sup>2</sup> = 4<sup>2</sup><br>⇒ t<sup>2</sup> + 1/t<sup>2</sup> - 2 = 16<br>⇒ t<sup>2</sup> + 1/t<sup>2</sup> = 18<br>∴ (x - 6)<sup>2</sup> + [1/(x - 6)<sup>2</sup>] = 18		MATH::Algebra CGL::Mains::008
17	If A and B are the roots of the equation Ax<sup>2</sup> - A<sup>2</sup>x + AB = 0, then what is the value of A and B respectively?	1, 0	1, 1	0, 2	0, 1	1	<span>Formula used:</span><br>If α and β be the two roots of a quadratic equation<br>ax<sup>2</sup>+ bx + c = 0, Then<br>α + β = (- b/a) and<br>αβ = c/a<br><strong>Calculation:</strong><br>Here α = A , β = B<br>Sum of roots<br>A + B = -(-A<sup>2</sup>/A) = A<br>⇒ A + B = A<br>⇒<strong> B = 0</strong><br>Product of roots<br>A × B = AB/A<br>⇒ A<sup>2</sup>B = AB<br>⇒ AB(A - 1) = 0<br>So, <strong>A = 0, A = 1, B = 0</strong><br>The possible value of A and B respectively are (0, 0) &amp; (1, 0)<br>But, (0, 0) is not in the option<br><strong>∴ The value of A = 1 and B = 0.</strong>		MATH::Algebra CGL::Mains::008
18	α and β are the roots of the quadratic equation x<sup>2</sup> - x - 1 = 0. What is the value of α<sup>8</sup> + β<sup>8</sup>?	47	54	59	68	1	Product of roots, α × β = -1<br>Sum of roots, α + β = -b/a<br>⇒ α + β = 1 (∵ b = -1 and a = 1)<br>Squaring on both the sides,<br>⇒ (α + β)<sup>2</sup> = 1<sup>2</sup><br>⇒ α<sup>2</sup> + β<sup>2</sup> + 2αβ = 1<br>⇒ α<sup>2</sup> + β<sup>2</sup> + 2(-1) = 1<br>⇒ α<sup>2</sup> + β<sup>2</sup> = 3<br>Again squaring on both the sides,<br>⇒ (α<sup>2</sup> + β<sup>2</sup>)<sup>2</sup> = 3<sup>2</sup><br>⇒ α<sup>4</sup> + β<sup>4</sup> + 2α<sup>2</sup>β<sup>2</sup> = 9<br>⇒ α<sup>4</sup> + β<sup>4</sup> = 7<br>Again squaring on both the sides,<br>⇒ (α<sup>4</sup> + β<sup>4</sup>)<sup>2</sup> = 7<sup>2</sup><br>⇒ α<sup>8</sup> + β<sup>8</sup> + 2α<sup>4</sup>β<sup>4</sup> = 49<br>∴ α<sup>8</sup> + β<sup>8</sup> = 47		MATH::Algebra CGL::Mains::008
19	If a + b + c = 9, ab + bc + ca = 26, a<sup>3</sup> + b<sup>3</sup> = 91, b<sup>3</sup> + c<sup>3</sup> = 72 and c<sup>3</sup> + a<sup>3</sup> = 35, then what is the value of abc?	48	24	36	42	2	Using algebraic identities,<br>(a + b + c)<sup>2</sup> = a<sup>2</sup>+ b<sup>2</sup> + c<sup>2</sup> + 2ab + 2bc + 2ca<br>By putting the respective values given in question,<br>⇒ (9)<sup>2</sup> = a<sup>2</sup>+ b<sup>2</sup> + c<sup>2</sup> + 2(ab + bc + ca) [∵ ab + bc + ca = 26]<br>⇒ (9)<sup>2</sup> = a<sup>2</sup>+ b<sup>2</sup> + c<sup>2</sup> + 2(26)<br>⇒ a<sup>2</sup>+ b<sup>2</sup> + c<sup>2</sup> = 81 - 52 = 29<br>Given equations,<br>a<sup>3</sup> + b<sup>3</sup> = 91 ----(1)<br>b<sup>3</sup> + c<sup>3</sup> = 72 ----(2)<br>c<sup>3</sup> + a<sup>3</sup> = 35 ----(3)<br>On adding (1), (2) and (3)<br>a<sup>3</sup> + b<sup>3</sup> + b<sup>3</sup> + c<sup>3</sup> + c<sup>3</sup> + a<sup>3</sup> = 91 + 72 + 35<br>⇒ 2(a<sup>3</sup> + b<sup>3</sup> + c<sup>3</sup>) = 198<br>⇒ a<sup>3</sup> + b<sup>3</sup> + c<sup>3</sup> = 99<br>Using algebraic identities,<br>a<sup>3</sup> + b<sup>3</sup> + c<sup>3</sup> - 3abc = (a + b + c) (a<sup>2</sup>+ b<sup>2</sup> + c<sup>2</sup> - ab - bc - ca)<br>By putting the respective values,<br>⇒ 99 - 3abc = 9 (29 - 26) [∵ ab + bc + ca = 26 and a + b + c = 9]<br>⇒ 3abc = 99 - 27<br>⇒ abc = 72/3<br>∴ abc = 24		MATH::Algebra CGL::Mains::008
20	If x<sup>3</sup> – 4x<sup>2</sup> + 19 = 6(x – 1), then what is the value of [x<sup>2</sup> + {1/(x – 4)}]?	3	5	6	8	3	x<sup>3</sup> – 4x<sup>2</sup> + 19 = 6(x – 1)<br>⇒ x<sup>3</sup> – 4x<sup>2</sup> + 1 + 18 = 6x – 6<br>⇒ x<sup>3</sup> – 4x<sup>2</sup> + 1 = 6x – 24<br>⇒ x<sup>3</sup> – 4x<sup>2</sup> + 1 = 6(x – 4) ----(1)<br>x<sup>2</sup>+ {1/(x – 4)} = {x<sup>2</sup>(x – 4) + 1} / (x – 4) = (x<sup>3</sup> – 4x<sup>2</sup> + 1) / (x – 4)<br>From equation (1)<br>⇒ (x<sup>3</sup> – 4x<sup>2</sup> + 1) / (x – 4) = 6(x – 4) / (x – 4) = 6<br>∴ x<sup>2</sup>+ 1/(x – 4) = 6		MATH::Algebra CGL::Mains::008
21	Cost of 8 pencils, 5 pens and 3 erasers is Rs. 111. Cost of 9 pencils, 6 pens and 5 erasers is Rs. 130. Cost of 16 pencils, 11 pens and 3 erasers is Rs. 221. What is the cost (in Rs) of 39 pencils, 26 pens and 13 erasers?	316	546	624	482	2	Let the price of single pencil, pen, and eraser be x, y, and z respectively<br>According to question,<br>8x + 5y + 3z = Rs. 111 ----(1)<br>9x + 6y + 5z = Rs. 130 ----(2)<br>16x + 11y + 3z = Rs. 221 ----(3)<br>Subtracting equation (1) from (3)<br>⇒ (16x + 11y + 3z) - (8x + 5y + 3z) = 221 - 111<br>⇒ 8x + 6y = 110<br>⇒ 4x + 3y = 55 ----(4)<br>Multiply the equation (2) by 3 and (3) by 5 and then subtracting equation (2) from (3)<br>⇒ (16x + 11y + 3z) × 5 - (9x + 6y + 5z) × 3 = 221 × 5 - 130 × 3<br>⇒ 80x + 55y + 15z - 27x - 18y - 15z = 1105 - 390<br>⇒ 53x + 37y = 715 ----(5)<br>Multiply the equation (4) by 53 and (5) by 4 and then subtracting equation (4) from (5)<br>⇒ 212x + 159y - 212x - 148y = 2915 - 2860<br>⇒ 11y = 55<br>⇒ y = 5<br>By putting the value of y = 5 in equation (4)<br>⇒ 4x + 3 × 5 = 55<br>⇒ x = 10<br>By putting the value of y = 5 and x = 10 in equation (1)<br>⇒ 8 × 10 + 5 × 5 + 3z = 111<br>⇒ 80 + 25 + 3z = 111<br>⇒ z = 2<br>∴ Cost of 39 pencils, 26 pens and 13 erasers is 39x + 26y + 13z =39 × 10 + 26 × 5 + 13 × 2 = Rs. 546<br><u><strong><span><img height="26px"src="//cdn.testbook.com/resources/lms_creative_elements/shortcut-trick-image.png"width="26px"><br><strong><span><u>Shortcut Trick</u></span></strong></span></strong></u><br>Let, price of 1 pencil = x, price of 1 pen = y and price of one eraser = z<br>Then, 8x + 5y + 3z = 111 ----(1)<br>9x + 6y + 5z = 130 ----(2)<br>16x + 11y + 3z = 221 ----(3)<br>Adding (1), (2) and (3), we get<br>33x + 22y + 11z = 462<br>⇒ 3x + 2y + z = 42<br>⇒ 39x + 26y + 13z = 546 (multiplying with 13)		MATH::Algebra CGL::Mains::008
